term,source,es,nes,nom_p_value,fdr_q_value,tag_pct,gene_pct,lead_genes
"positive regulation of transcription, DNA-templated (GO:0045893)",GO_Biological_Process_2021,-0.27646562900172533,-0.9053124974044612,0.6595982142857143,1.0,20/94,16.92%,Asf1a;Thrap3;Hmgb2;Hmgn5;Dr1;Nif3l1;Psmd9;Parp1;Ybx1;Hmgb1;Alyref;Hmga1;Psmc3;Actr3;Cops5;Arf4;Irf3;Supt16h;Psmc5;Ube2v1
response to UV (GO:0009411),GO_Biological_Process_2021,-0.3563948754519868,-0.8580705749614523,0.6611111111111111,1.0,6/15,28.90%,Parp1;Usp47;Cirbp;Eif2s1;Ube2a;Npm1
cellular response to UV (GO:0034644),GO_Biological_Process_2021,-0.35988457042929267,-0.8713576118995029,0.6624113475177305,1.0,6/17,28.90%,Parp1;Usp47;Impact;Timp1;Eif2s1;Npm1
Viral carcinogenesis,KEGG_2019_Mouse,-0.3086570064501463,-0.8660628168756099,0.6658385093167701,1.0,4/35,9.08%,Hist1h2bc;Gtf2a2;Casp3;Prkaca
positive regulation of cellular protein metabolic process (GO:0032270),GO_Biological_Process_2021,-0.32133823646935344,-0.8735823691901079,0.6675094816687737,1.0,11/28,28.90%,Rbm3;Hsp90aa1;Eif4g1;Eif3e;Cirbp;Rpl5;Eif4a3;Agt;Rdx;Vps35;Npm1
Proteoglycans in cancer,KEGG_2019_Mouse,-0.2962520035141174,-0.884817189061573,0.6678787878787878,1.0,8/52,14.45%,Ppp1cb;Ppp1r12b;Eif4b;Cttn;Casp3;Prkaca;Iqgap1;Flnb
protein complex oligomerization (GO:0051259),GO_Biological_Process_2021,-0.35425444473623613,-0.8643724060343012,0.6684856753069577,1.0,4/16,23.94%,Chmp2a;Alad;Fus;Mat2a
regulation of peptidyl-tyrosine phosphorylation (GO:0050730),GO_Biological_Process_2021,-0.3339774181950544,-0.8542679131273206,0.6797385620915033,1.0,2/20,4.80%,Cspg4;Lrp8
positive regulation of cell-substrate adhesion (GO:0010811),GO_Biological_Process_2021,-0.33589041717981866,-0.8736872532700947,0.6830808080808081,1.0,1/23,0.67%,Npnt
protein polyubiquitination (GO:0000209),GO_Biological_Process_2021,-0.2781848500702051,-0.8892507681623075,0.684931506849315,1.0,25/73,29.57%,Psmc2;Psmd9;Psmd12;Nedd4l;Rnf114;Psmc3;Psmc5;Ube2e1;Ube2h;Ube2v1;Blmh;Ube2g1;Psmd14;Cdc34;Psmd7;Ube2n;Psma4;Psmc4;Nhlrc3;Ube2a;Cul1;Psmc1;Tpp2;Psmf1;Ube2v2
positive regulation of neuron projection development (GO:0010976),GO_Biological_Process_2021,-0.3457671258873224,-0.8380279735893159,0.6878378378378378,1.0,5/16,19.30%,Lrp8;Caprin1;Twf2;Serpini1;Arsb
"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377)",GO_Biological_Process_2021,-0.27217548897481536,-0.8767075045960095,0.6879271070615034,1.0,25/85,23.68%,Ubl5;Polr2d;Polr2e;Ybx1;Alyref;Syncrip;Hnrnpf;Snrpb;Dnajc8;Eftud2;Polr2i;Snrnp200;Snrpa1;Snrpd3;Hnrnpk;Snrpd2;Pabpn1;Hnrnpu;Hnrnpl;Fus;Hnrnph1;Lsm4;Plrg1;Snrpb2;Eif4a3
positive regulation of developmental process (GO:0051094),GO_Biological_Process_2021,-0.3250011759820891,-0.8567190030128263,0.6886304909560723,1.0,3/24,13.67%,Lrp8;Pa2g4;Fis1
positive regulation of apoptotic process (GO:0043065),GO_Biological_Process_2021,-0.2961429164625857,-0.8491854511576076,0.6919254658385093,1.0,5/33,11.66%,Frzb;Dnaja1;Hmgb1;Casp3;Ncstn
negative regulation of canonical Wnt signaling pathway (GO:0090090),GO_Biological_Process_2021,-0.2858396034785803,-0.8705749663101243,0.6933019976498237,1.0,13/53,29.31%,Frzb;Psmc2;Psmd9;Psmd12;Psmc3;Pfdn5;Psmc5;Psmd14;Psmd7;Psma4;Psmc4;Psmc1;Psmf1
Alzheimer disease,KEGG_2019_Mouse,-0.310801017135078,-0.8654212344373552,0.693384223918575,1.0,8/32,21.41%,Ndufv2;Casp3;Rtn3;Ncstn;Lrp1;Uqcrfs1;Cox5a;Atp5d
"mRNA splicing, via spliceosome (GO:0000398)",GO_Biological_Process_2021,-0.2743422264787475,-0.8828739854321728,0.6939704209328783,1.0,26/88,23.68%,Ubl5;Polr2d;Polr2e;Ybx1;Alyref;Syncrip;Hnrnpf;Snrpb;Dnajc8;Eftud2;Polr2i;Snrnp200;Snrpa1;Snrpd3;Hnrnpk;Snrpd2;Strap;Pabpn1;Hnrnpu;Hnrnpl;Fus;Hnrnph1;Lsm4;Plrg1;Snrpb2;Eif4a3
positive regulation of protein kinase B signaling (GO:0051897),GO_Biological_Process_2021,-0.31852269990598925,-0.8457469675983981,0.6982323232323232,1.0,2/25,2.43%,Hsp90aa1;Gas6
proteasomal protein catabolic process (GO:0010498),GO_Biological_Process_2021,-0.278184788995508,-0.871345832622721,0.6997716894977168,1.0,20/61,30.55%,Psmc2;Psmd9;Psmd12;Nedd4l;Rad23a;Psmc3;Psmc5;Ube2g1;Psmd14;Cdc34;Nsfl1c;Psmd7;Psma4;Psmc4;Nhlrc3;Ube2a;Psmc1;Psmf1;Pcbp2;Vcp
platelet aggregation (GO:0070527),GO_Biological_Process_2021,-0.3321992015800189,-0.8405108793692354,0.7,1.0,3/18,8.82%,Tln1;Csrp1;Metap1
negative regulation of blood coagulation (GO:0030195),GO_Biological_Process_2021,-0.3483694385726499,-0.8379603131794722,0.702557200538358,1.0,6/15,32.97%,Serpine2;A2m;Serping1;Kng1;Pdgfra;Apoe
positive regulation of ERK1 and ERK2 cascade (GO:0070374),GO_Biological_Process_2021,-0.3080681333487496,-0.8424063947169397,0.7117346938775511,1.0,3/30,7.28%,Npnt;Gas6;Hmgb1
monocarboxylic acid metabolic process (GO:0032787),GO_Biological_Process_2021,-0.3072998371493919,-0.8332819783111055,0.7121019108280254,1.0,15/27,41.80%,Grhpr;Gatm;Pdhb;Dld;Abat;Scpep1;Aldh1a2;Fasn;Scp2;Ptgr1;Ldha;Igf1;Got2;Lpl;Ldhb
negative regulation of cytokine production (GO:0001818),GO_Biological_Process_2021,-0.31538043491110607,-0.8320680506886857,0.7126288659793815,1.0,4/26,15.17%,Gas6;Hmgb1;Irf3;Lgals9
epithelium development (GO:0060429),GO_Biological_Process_2021,-0.32501015478922074,-0.8400698508671818,0.7155727155727156,1.0,5/24,20.59%,Cnn3;Lgals3;Aldoc;Loxl3;Pgk1
RNA degradation,KEGG_2019_Mouse,-0.3308968580948841,-0.8188018257789225,0.7203728362183754,1.0,9/18,34.06%,Wdr61;Eno3;Lsm4;Nudt16;Exosc2;Ddx6;Eno1;Lsm5;Hspd1
semaphorin-plexin signaling pathway (GO:0071526),GO_Biological_Process_2021,-0.34820544583354995,-0.8234348553303296,0.7243319268635724,1.0,4/15,21.26%,Sema6c;Sema6d;Sema5a;Sema4b
mRNA 3'-end processing (GO:0031124),GO_Biological_Process_2021,-0.3213861349801258,-0.8210981476204823,0.7401574803149606,1.0,4/21,23.68%,Polr2d;Alyref;Pabpn1;Eif4a3
AMPK signaling pathway,KEGG_2019_Mouse,-0.32689028122290564,-0.8074459595527985,0.746922024623803,1.0,3/17,13.88%,Ppp2cb;Cab39;Acaca
positive regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043280),GO_Biological_Process_2021,-0.30436308945893725,-0.7938878915009093,0.7483702737940026,1.0,11/22,34.37%,Anp32b;Hmgb1;Fis1;Lgals9;Xdh;Gsn;Vcp;Pdcd6;Hspd1;Dap;Rps3
MicroRNAs in cancer,KEGG_2019_Mouse,-0.3050794149491473,-0.8062149193272207,0.7486979166666666,1.0,8/26,37.25%,Casp3;Hnrnpk;Rdx;Tpm1;Pdgfra;Grb2;Crkl;Ezr
actin filament organization (GO:0007015),GO_Biological_Process_2021,-0.3032595919166634,-0.7966832438457008,0.7509881422924901,1.0,8/23,30.96%,Mprip;Marcksl1;Enah;Tmod3;Gsn;Tpm1;Aldoa;Dstn
innate immune response activating cell surface receptor signaling pathway (GO:0002220),GO_Biological_Process_2021,-0.2771030433620685,-0.8253979846701479,0.7553956834532374,1.0,13/45,29.31%,Psmc2;Psmd9;Psmd12;Prkaca;Psmc3;Psmc5;Psmd14;Psmd7;Psma4;Psmc4;Cul1;Psmc1;Psmf1
stimulatory C-type lectin receptor signaling pathway (GO:0002223),GO_Biological_Process_2021,-0.2771030433620685,-0.8253979846701479,0.7553956834532374,1.0,13/45,29.31%,Psmc2;Psmd9;Psmd12;Prkaca;Psmc3;Psmc5;Psmd14;Psmd7;Psma4;Psmc4;Cul1;Psmc1;Psmf1
cellular response to lectin (GO:1990858),GO_Biological_Process_2021,-0.2771030433620685,-0.8253979846701479,0.7553956834532374,1.0,13/45,29.31%,Psmc2;Psmd9;Psmd12;Prkaca;Psmc3;Psmc5;Psmd14;Psmd7;Psma4;Psmc4;Cul1;Psmc1;Psmf1
positive regulation of endocytosis (GO:0045807),GO_Biological_Process_2021,-0.32683400772773985,-0.7800244094022708,0.7564276048714479,1.0,4/15,17.91%,Nedd4l;Vps28;Lrp1;Hnrnpk
regulation of nucleic acid-templated transcription (GO:1903506),GO_Biological_Process_2021,-0.29724813972219616,-0.8158243763263675,0.7564432989690721,1.0,8/28,16.92%,Cops2;Hmgn5;Nif3l1;Ybx1;Hmga1;Pfdn5;Pofut1;Ube2v1
cellular protein modification process (GO:0006464),GO_Biological_Process_2021,-0.25413003070501183,-0.8905482209102742,0.7574511819116135,1.0,52/201,26.16%,Ppp2cb;Ppp1cb;Ppm1b;Ubl5;Gas6;Wdr5;Sumf2;Cops2;Psmc2;Psmd9;Parp1;Psmd12;Metap1;Sumf1;Prkaca;Cops6;Dcun1d1;Rabggtb;Rbbp7;Fuca2;Pdia6;Dsp;Psmc3;Uba3;Mbtps1;Cops5;Arf4;Psmc5;Ube2e1;Rpn1;Gps1;Serpinc1;Prkcsh;Cops8;Cops4;Psmd14;Ublcp1;Ptprz1;Cdc34;Psmd7;Rcn1;Psma4;Fstl1;Timp1;Mia3;Vcan;Ppp6c;Gmfb;Man2a2;Psmc4;Adam10;Rab1b
negative regulation of signal transduction (GO:0009968),GO_Biological_Process_2021,-0.2863442594925898,-0.8114300481772057,0.7580025608194623,1.0,2/33,2.27%,Frzb;Nxn
Epstein-Barr virus infection,KEGG_2019_Mouse,-0.286668292570265,-0.8089243944022637,0.7607891491985204,1.0,12/38,25.90%,Psmc2;Psmd12;Casp3;Psmc3;Ifnar2;Irf3;Psmc5;Psmd14;Psmd7;Usp7;Mapk14;Psmc4
negative regulation of cell cycle G2/M phase transition (GO:1902750),GO_Biological_Process_2021,-0.2723884656027462,-0.8173181476571924,0.764775413711584,1.0,13/46,29.31%,Psmc2;Psmd9;Psmd12;Usp47;Psmc3;Psmc5;Psmd14;Psmd7;Psma4;Psmc4;Cul1;Psmc1;Psmf1
negative regulation of G2/M transition of mitotic cell cycle (GO:0010972),GO_Biological_Process_2021,-0.2723884656027462,-0.8173181476571924,0.764775413711584,1.0,13/46,29.31%,Psmc2;Psmd9;Psmd12;Usp47;Psmc3;Psmc5;Psmd14;Psmd7;Psma4;Psmc4;Cul1;Psmc1;Psmf1
protein-containing complex assembly (GO:0065003),GO_Biological_Process_2021,-0.2687625934020079,-0.8091513534366174,0.7651331719128329,1.0,20/50,33.75%,St13;Ap2m1;Napa;Sec31a;Trappc3;Sec23a;Ppp6c;Adam10;Rab1b;Cul1;Uso1;Nsf;Cand1;Kpna3;Capza2;Trappc2l;Pdcd6;Fermt2;Sec13;Capza1
negative regulation of intrinsic apoptotic signaling pathway (GO:2001243),GO_Biological_Process_2021,-0.31294337720665,-0.7760129860550803,0.768595041322314,1.0,3/18,12.69%,Ybx3;Dnaja1;Txndc12
negative regulation of cell differentiation (GO:0045596),GO_Biological_Process_2021,-0.31800464211073576,-0.8089931218827202,0.7704485488126649,1.0,7/21,23.01%,Zadh2;Anp32b;Wdr61;Col5a1;Xdh;Hnrnpu;Jag1
regulation of cell cycle (GO:0051726),GO_Biological_Process_2021,-0.2917849402572375,-0.7967574649650534,0.7726130653266332,1.0,7/28,22.03%,Wdr12;Prkaca;Rad23a;Iqgap1;Mif;Hnrnpu;Asah2
protein localization to cell periphery (GO:1990778),GO_Biological_Process_2021,-0.31859618153349867,-0.757155630765459,0.7740585774058577,1.0,2/15,8.20%,Gas6;Sptbn1
Hepatocellular carcinoma,KEGG_2019_Mouse,-0.29458103508443245,-0.7932158278778838,0.7745740498034076,1.0,2/29,3.25%,Gsta3;Txnrd2
positive regulation of metabolic process (GO:0009893),GO_Biological_Process_2021,-0.32352988408440997,-0.7876464278116961,0.7776261937244202,1.0,9/17,34.42%,Decr1;Acaca;Gatm;Dync1h1;Fh;Fabp5;Hadh;Fasn;Fgf21
positive regulation of cellular amide metabolic process (GO:0034250),GO_Biological_Process_2021,-0.30938784679979636,-0.7830145648033593,0.7795275590551181,1.0,6/21,23.68%,Rbm3;Casp3;Eif3e;Cirbp;Rpl5;Eif4a3
positive regulation of transcription by RNA polymerase II (GO:0045944),GO_Biological_Process_2021,-0.25914745787733884,-0.8142750457858643,0.7827586206896552,1.0,13/67,15.53%,Thrap3;Hmgb2;Dr1;Parp1;Ybx1;Hmgb1;Hmga1;Psmc3;Actr3;Cops5;Arf4;Irf3;Supt16h
Ubiquitin mediated proteolysis,KEGG_2019_Mouse,-0.2954928889320591,-0.7941497682535981,0.7828947368421053,1.0,10/27,27.35%,Nedd4l;Uba3;Ube2e1;Ube2h;Ube2g1;Cdc34;Ube2n;Uba1;Ube2a;Cul1
homotypic cell-cell adhesion (GO:0034109),GO_Biological_Process_2021,-0.2974414464082641,-0.7720215110331897,0.7857142857142857,1.0,3/20,8.82%,Tln1;Csrp1;Metap1
Fc gamma R-mediated phagocytosis,KEGG_2019_Mouse,-0.3176628041580606,-0.7853275383419125,0.7866666666666666,1.0,10/19,42.62%,Marcksl1;Vasp;Arpc5;Arpc2;Arpc1a;Gsn;Mapk1;Crkl;Cfl1;Crk
Phagosome,KEGG_2019_Mouse,-0.280107609936201,-0.7975121833210586,0.7890243902439025,1.0,3/38,5.42%,Tuba1a;Atp6v1c1;Mrc2
regulation of protein kinase B signaling (GO:0051896),GO_Biological_Process_2021,-0.28209196241179413,-0.77231486422678,0.7894088669950738,1.0,2/29,2.43%,Hsp90aa1;Gas6
Axon guidance,KEGG_2019_Mouse,-0.29119387946599795,-0.7860263604596749,0.7959183673469388,1.0,8/30,21.26%,Efnb1;Myl12b;Sema6c;Slit3;Sema6d;Sema5a;Enah;Sema4b
MAPK cascade (GO:0000165),GO_Biological_Process_2021,-0.25437013115648444,-0.8125312045012635,0.797945205479452,1.0,11/75,16.00%,Pde6d;Ppp1cb;Pea15;Psmc2;Psmd9;Psmd12;Sptbn1;Fnta;Psmc3;Lgals9;Psmc5
proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161),GO_Biological_Process_2021,-0.2546852833209521,-0.8164171422383578,0.7984322508398656,1.0,24/74,30.55%,Psmc2;Psmd9;Psmd12;Nedd4l;Rad23a;Psmc3;Psmc5;Ube2e1;Ube2g1;Psmd14;Cdc34;Nsfl1c;Psmd7;Psma4;Dnajc10;Psmc4;Nhlrc3;Ube2a;Cul1;Hspa5;Psmc1;Psmf1;Pcbp2;Vcp
modification-dependent protein catabolic process (GO:0019941),GO_Biological_Process_2021,-0.27556819348056644,-0.7801625433008517,0.8,1.0,10/36,22.76%,Psmc2;Psmd9;Nedd4l;Rnf114;Ube2e1;Ube2h;Ube2g1;Psmd14;Cdc34;Uba1
PI3K-Akt signaling pathway,KEGG_2019_Mouse,-0.26119473075284466,-0.8089608586134374,0.8011695906432749,1.0,5/63,6.40%,Ppp2cb;Hsp90aa1;Eif4b;Gnb1;Cdc37
protein modification process (GO:0036211),GO_Biological_Process_2021,-0.29223991437988306,-0.7625571611040534,0.8016304347826086,1.0,6/22,20.28%,Ubl5;Parp1;Rabggtb;Uba3;Rpn1;Cdc34
positive regulation of cell population proliferation (GO:0008284),GO_Biological_Process_2021,-0.25908629929332805,-0.8097679978994999,0.8029953917050692,1.0,5/67,4.39%,Nes;Gas6;Lifr;Ciao1;Hmgn5
response to unfolded protein (GO:0006986),GO_Biological_Process_2021,-0.3091559580416459,-0.7653767781534493,0.8065843621399177,1.0,2/19,7.12%,Hsp90aa1;Dnaja1
organonitrogen compound biosynthetic process (GO:1901566),GO_Biological_Process_2021,-0.28852039628457726,-0.7714063670676827,0.8067444876783398,1.0,1/25,0.57%,Gsta3
regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032434),GO_Biological_Process_2021,-0.29895971867733234,-0.7798600811112218,0.8083441981747066,1.0,9/23,35.14%,Rad23a;Eif3h;Sumo2;Usp7;Vcp;Fbxo22;Uchl5;Clu;Sdcbp
T cell receptor signaling pathway (GO:0050852),GO_Biological_Process_2021,-0.2654337631282921,-0.788087674376816,0.8091787439613527,1.0,13/45,29.31%,Psmc2;Psmd9;Psmd12;Psmc3;Psmc5;Psmd14;Psmd7;Ube2n;Psma4;Psmc4;Cul1;Psmc1;Psmf1
antigen receptor-mediated signaling pathway (GO:0050851),GO_Biological_Process_2021,-0.2654337631282921,-0.788087674376816,0.8091787439613527,1.0,13/45,29.31%,Psmc2;Psmd9;Psmd12;Psmc3;Psmc5;Psmd14;Psmd7;Ube2n;Psma4;Psmc4;Cul1;Psmc1;Psmf1
regulation of macromolecule metabolic process (GO:0060255),GO_Biological_Process_2021,-0.29995363801568775,-0.77747023312111,0.8143790849673203,1.0,4/21,11.09%,Ybx3;Sort1;Ybx1;Hnrnpdl
protein tetramerization (GO:0051262),GO_Biological_Process_2021,-0.3014606167551652,-0.7393674637939092,0.8154269972451791,1.0,7/17,36.89%,Acaca;Cryz;Ssbp1;Aldh1a2;Aldoa;Apip;Sod2
regulation of intracellular signal transduction (GO:1902531),GO_Biological_Process_2021,-0.2745437919767759,-0.7785631268345375,0.8156565656565656,1.0,10/36,25.49%,Arhgap1;Entpd5;Rbbp7;Trip10;A2m;Supt16h;Rpl5;Rpa3;Usp7;Mapk14
interleukin-1-mediated signaling pathway (GO:0070498),GO_Biological_Process_2021,-0.2612098573297705,-0.7915435180961914,0.8156956004756243,1.0,14/49,29.31%,Psmc2;Psmd9;Psmd12;Psmc3;Psmc5;Ube2v1;Psmd14;Psmd7;Ube2n;Psma4;Psmc4;Cul1;Psmc1;Psmf1
Complement and coagulation cascades,KEGG_2019_Mouse,-0.28892279091086503,-0.7386517080066203,0.8201811125485123,1.0,9/22,35.35%,C4b;A2m;Serpinc1;Procr;Serping1;Kng1;Clu;Pros1;C2
regulation of primary metabolic process (GO:0080090),GO_Biological_Process_2021,-0.25542692752786533,-0.7766371811671071,0.8206650831353919,1.0,19/54,34.83%,Psmc2;Psmd9;Psmd12;Psmc3;Acaca;Psmc5;Hmgcs1;Psmd14;Psmd7;Psma4;Psmc4;Edf1;Psmc1;Psmf1;Fasn;Apoe;Ldlr;Psmd2;Psmb6
NIK/NF-kappaB signaling (GO:0038061),GO_Biological_Process_2021,-0.26072434680704004,-0.7793689574161772,0.825,1.0,13/46,29.31%,Psmc2;Psmd9;Psmd12;Psmc3;Psmc5;Cops8;Psmd14;Psmd7;Psma4;Psmc4;Cul1;Psmc1;Psmf1
ubiquitin-dependent protein catabolic process (GO:0006511),GO_Biological_Process_2021,-0.2488696644375139,-0.8008040715104238,0.8268156424581006,1.0,27/80,31.06%,Psmc2;Psmd9;Psmd12;Nedd4l;Vps28;Rnf114;Rad23a;Psmc3;Psmc5;Ube2e1;Ube2h;Ube2g1;Psmd14;Cdc34;Nsfl1c;Psmd7;Uba1;Psma4;Usp9x;Psmc4;Nhlrc3;Ube2a;Psmc1;Psmf1;Pcbp2;Vcp;Fbxo22
positive regulation of cellular biosynthetic process (GO:0031328),GO_Biological_Process_2021,-0.26719481433640146,-0.7600737264239589,0.8275862068965517,1.0,8/35,23.68%,Rbm3;Hsp90aa1;Atad5;Ddah1;Eif3e;Cirbp;Rpl5;Eif4a3
regulation of gene expression (GO:0010468),GO_Biological_Process_2021,-0.24652434652667624,-0.8156025087626015,0.83,1.0,39/100,34.42%,Ybx3;Snx12;Matr3;Sort1;Gas6;Hmgn5;Ybx1;Hnrnpdl;Hmga1;Hnrnpf;Lgals9;Pfdn5;Pofut1;Ube2v1;Hnrnpk;Xdh;Mif;Pabpn1;Hnrnpl;Fus;Hnrnph1;Rpl5;Mapk14;Adam10;Rdx;Edf1;Vps35;Pcbp2;Gsn;Sfpq;Pcbp1;Pkp1;Hnrnpab;Mapk1;Apoe;Clu;Stc2;Rps3;Fgf21
Insulin signaling pathway,KEGG_2019_Mouse,-0.29376667428234027,-0.7556405836160516,0.8322324966974901,1.0,5/21,19.20%,Ppp1cb;Prkaca;Trip10;Acaca;Eif4e
cell junction assembly (GO:0034329),GO_Biological_Process_2021,-0.2964128687576974,-0.7364361186853615,0.8353741496598639,1.0,2/18,9.86%,Tln1;Vasp
positive regulation of protein catabolic process (GO:0045732),GO_Biological_Process_2021,-0.30175616786993714,-0.7362323135121537,0.8371467025572006,1.0,10/17,37.25%,Hsp90aa1;Nedd4l;Vps28;Rdx;Nsf;Vps35;Vcp;Apoe;Tnfrsf1b;Ezr
positive regulation of epithelial cell proliferation (GO:0050679),GO_Biological_Process_2021,-0.29449289902384235,-0.7285015915605213,0.8449408672798949,1.0,5/18,37.82%,Hmgb2;Sema5a;Nme1;Pdcd6;Igf1
cellular response to insulin stimulus (GO:0032869),GO_Biological_Process_2021,-0.28645116637009793,-0.7220297983970012,0.8483221476510067,1.0,3/19,13.26%,Atp6v1c1;Parp1;Syap1
endomembrane system organization (GO:0010256),GO_Biological_Process_2021,-0.2803674320705803,-0.7032993170556698,0.8538251366120219,1.0,3/19,9.65%,Sptbn1;Sec31a;Lman2
positive regulation of intracellular protein transport (GO:0090316),GO_Biological_Process_2021,-0.27343078785907354,-0.737934343605103,0.8629961587708067,1.0,6/29,18.63%,Ubl5;Gas6;Anp32b;Fis1;Tpr;Ywhag
cellular protein catabolic process (GO:0044257),GO_Biological_Process_2021,-0.27786224190538,-0.7145893983177152,0.8651994497936726,1.0,3/21,19.25%,Ap2m1;Ube2g1;Ctso
NOD-like receptor signaling pathway,KEGG_2019_Mouse,-0.28272961020800214,-0.7230762156779952,0.8690012970168612,1.0,7/20,25.49%,Hsp90aa1;Gabarapl1;Ifnar2;Irf3;Sugt1;Gbp2;Mapk14
SCF-dependent proteasomal ubiquitin-dependent protein catabolic process (GO:0031146),GO_Biological_Process_2021,-0.2461790931890801,-0.7344205488462028,0.8723150357995226,1.0,12/45,29.31%,Psmc2;Psmd9;Psmd12;Psmc3;Psmc5;Psmd14;Psmd7;Psma4;Psmc4;Cul1;Psmc1;Psmf1
negative regulation of phosphorylation (GO:0042326),GO_Biological_Process_2021,-0.28248459624117395,-0.7094234997715083,0.8734693877551021,1.0,5/19,24.25%,Fbln1;Impact;Xdh;Hnrnpu;Dnajc10
positive regulation of cellular process (GO:0048522),GO_Biological_Process_2021,-0.240359104282996,-0.7716777196174075,0.8763796909492274,1.0,13/89,16.10%,Gas6;Lifr;Ciao1;Hmgn5;Pa2g4;Dnaja2;Lman2;Usp47;Rad23a;Eif4g1;Acaca;Lrp1;Dync1h1
regulation of cytokine production (GO:0001817),GO_Biological_Process_2021,-0.28319555563503035,-0.6867315069391133,0.8773333333333333,1.0,5/16,25.49%,Irf3;Lgals9;Mif;Agt;Mapk14
regulation of cellular amine metabolic process (GO:0033238),GO_Biological_Process_2021,-0.24310607720939673,-0.7182660483400531,0.8774038461538461,1.0,11/43,29.31%,Psmc2;Psmd9;Psmd12;Psmc3;Psmc5;Psmd14;Psmd7;Psma4;Psmc4;Psmc1;Psmf1
regulation of cellular amino acid metabolic process (GO:0006521),GO_Biological_Process_2021,-0.24310607720939673,-0.7182660483400531,0.8774038461538461,1.0,11/43,29.31%,Psmc2;Psmd9;Psmd12;Psmc3;Psmc5;Psmd14;Psmd7;Psma4;Psmc4;Psmc1;Psmf1
regulation of cellular ketone metabolic process (GO:0010565),GO_Biological_Process_2021,-0.24310607720939673,-0.7182660483400531,0.8774038461538461,1.0,11/43,29.31%,Psmc2;Psmd9;Psmd12;Psmc3;Psmc5;Psmd14;Psmd7;Psma4;Psmc4;Psmc1;Psmf1
regulation of immune response (GO:0050776),GO_Biological_Process_2021,-0.27675217235922334,-0.6703400397518638,0.8778523489932886,1.0,1/17,4.80%,Lrp8
negative regulation of programmed cell death (GO:0043069),GO_Biological_Process_2021,-0.237123870733388,-0.758990667112793,0.878132118451025,1.0,16/77,18.83%,Gas6;Hmgn5;Pa2g4;Anxa5;Dnaja1;Casp3;Usp47;Ufm1;Fhl2;Cops5;Arf4;Psmc5;Hypk;Hnrnpk;Prdx5;Mif
negative regulation of response to external stimulus (GO:0032102),GO_Biological_Process_2021,-0.28181652936919316,-0.6642867055540331,0.8824362606232294,1.0,1/15,1.14%,Ppm1b
regulation of transcription from RNA polymerase II promoter in response to stress (GO:0043618),GO_Biological_Process_2021,-0.24203089680663986,-0.7249241468790316,0.8847980997624703,1.0,12/48,29.31%,Psmc2;Psmd9;Psmd12;Psmc3;Psmc5;Impact;Psmd14;Psmd7;Psma4;Psmc4;Psmc1;Psmf1
positive regulation of phosphorylation (GO:0042327),GO_Biological_Process_2021,-0.2552189608446106,-0.7181868272055673,0.8848101265822785,1.0,4/36,10.73%,Hsp90aa1;Gas6;Entpd5;Ptges3
Focal adhesion,KEGG_2019_Mouse,-0.24089640783258304,-0.7509530666096148,0.8864168618266979,1.0,8/63,16.56%,Ppp1cb;Ppp1r12b;Myl12b;Tln1;Vasp;Col4a1;Flnb;Mylk
negative regulation of gene expression (GO:0010629),GO_Biological_Process_2021,-0.2462131212919329,-0.7418857800897213,0.8887601390498262,1.0,16/55,26.73%,Snx12;Smyd5;Ybx1;Rbbp7;Syncrip;Caprin1;Lgals9;Xdh;Mif;Rnh1;Rps13;Nudt16;Eif4a3;Rps26;Adam10;Ddx6
regulation of hematopoietic progenitor cell differentiation (GO:1901532),GO_Biological_Process_2021,-0.24371711478237224,-0.7141340378690272,0.8899637243047158,1.0,11/42,29.31%,Psmc2;Psmd9;Psmd12;Psmc3;Psmc5;Psmd14;Psmd7;Psma4;Psmc4;Psmc1;Psmf1
regulation of hematopoietic stem cell differentiation (GO:1902036),GO_Biological_Process_2021,-0.24371711478237224,-0.7141340378690272,0.8899637243047158,1.0,11/42,29.31%,Psmc2;Psmd9;Psmd12;Psmc3;Psmc5;Psmd14;Psmd7;Psma4;Psmc4;Psmc1;Psmf1
positive regulation of protein localization to membrane (GO:1905477),GO_Biological_Process_2021,-0.2594632606052607,-0.6733172886582031,0.8940397350993378,1.0,5/22,18.63%,Lgals3;Sptbn1;Fis1;Lrp1;Ywhag
Relaxin signaling pathway,KEGG_2019_Mouse,-0.26869876640285884,-0.6721285320834653,0.894878706199461,1.0,3/18,12.33%,Gnb1;Prkaca;Col4a1
DNA-dependent DNA replication (GO:0006261),GO_Biological_Process_2021,-0.23406908689241118,-0.7097738889310364,0.8951707891637221,1.0,15/51,29.31%,Psmc2;Psmd9;Psmd12;Hmga1;Psmc3;Psmc5;Psmd14;Cdc34;Psmd7;Psma4;Ssbp1;Rpa3;Psmc4;Psmc1;Psmf1
cellular amide metabolic process (GO:0043603),GO_Biological_Process_2021,-0.26929146947184324,-0.6818145428756506,0.897172236503856,1.0,2/20,5.62%,Pla2g15;Acot9
peptide metabolic process (GO:0006518),GO_Biological_Process_2021,-0.24777314854150578,-0.6971434291874359,0.9,1.0,2/31,8.57%,Gsta3;Apeh
