term,source,es,nes,nom_p_value,fdr_q_value,tag_pct,gene_pct,lead_genes
central nervous system development (GO:0007417),GO_Biological_Process_2021,-0.3896645250373011,-1.0670657696343313,0.3785900783289817,1.0,9/30,20.18%,Rab18;Nes;Marcksl1;Ufm1;Col4a1;Loxl3;Pts;Serpini1;Ptprz1
hexose biosynthetic process (GO:0019319),GO_Biological_Process_2021,-0.42834652534113554,-1.067912187637954,0.37866666666666665,1.0,11/19,38.24%,Sord;Aldoc;Eno3;Mdh1;Pgk1;Eno1;Aldoa;Mdh2;Got1;Akr1b1;Got2
negative regulation of nucleic acid-templated transcription (GO:1903507),GO_Biological_Process_2021,-0.3697537887003111,-1.0735878953142615,0.38095238095238093,1.0,10/40,16.98%,Gas6;Cops2;Hmgb2;Nif3l1;Pa2g4;Usp47;Hmga1;Pfdn5;Loxl3;Set
Synaptic vesicle cycle,KEGG_2019_Mouse,-0.4474878483623537,-1.0772543050688235,0.3851540616246499,1.0,3/15,4.64%,Ap2m1;Atp6v1c1;Napa
rRNA processing (GO:0006364),GO_Biological_Process_2021,-0.3686979479720669,-1.0594507777796405,0.38517618469015796,1.0,13/37,25.18%,Rplp0;Wdr12;Rps2;Rpl18;Mrto4;Thumpd1;Rps17;Rpl22;Rps14;Rpl5;Rps19;Rps16;Exosc2
regulation of G2/M transition of mitotic cell cycle (GO:0010389),GO_Biological_Process_2021,-0.33907395261336604,-1.0580643893824226,0.38646788990825687,1.0,16/62,23.12%,Tuba1a;Hsp90aa1;Psmc2;Psmd9;Psmd12;Prkaca;Usp47;Psmc3;Psmc5;Dync1h1;Ywhag;Pafah1b1;Psmd14;Psmd7;Psma4;Dctn2
cilium assembly (GO:0060271),GO_Biological_Process_2021,-0.37664186074133926,-1.0650068541105946,0.3870967741935484,1.0,9/35,19.56%,Tuba1a;Pde6d;Hsp90aa1;Prkaca;Actr3;Arf4;Dync1h1;Ywhag;Pafah1b1
Vascular smooth muscle contraction,KEGG_2019_Mouse,-0.4512921952479557,-1.0689442229126707,0.3876177658142665,1.0,4/15,9.18%,Ppp1cb;Ppp1r12b;Prkaca;Myh11
Estrogen signaling pathway,KEGG_2019_Mouse,-0.46090365649161713,-1.0861159288053186,0.3888130968622101,1.0,9/15,46.44%,Hsp90aa1;Prkaca;Fkbp4;Grb2;Mapk1;Ctsd;Pomc;Hspa8;Hsp90b1
Necroptosis,KEGG_2019_Mouse,-0.3897765516691225,-1.0738880303057603,0.39552238805970147,1.0,5/29,7.28%,Chmp4b;Hsp90aa1;Chmp2a;Parp1;Hmgb1
"Valine, leucine and isoleucine degradation",KEGG_2019_Mouse,-0.4311681926348169,-1.0742260914276816,0.3994708994708995,1.0,10/19,31.94%,Echs1;Acat2;Mcee;Dld;Hmgcs1;Bcat2;Abat;Hibch;Hadh;Hibadh
regulation of cell motility (GO:2000145),GO_Biological_Process_2021,-0.40925728109152487,-1.058228849313591,0.3994708994708995,1.0,3/21,8.67%,Memo1;Fbln1;Serpine2
positive regulation of binding (GO:0051099),GO_Biological_Process_2021,-0.4178474197191856,-1.0555285359300781,0.4007989347536618,1.0,6/19,32.97%,Hmgb2;Hmgb1;Lrp1;Edf1;Nme1;Apoe
sulfur compound biosynthetic process (GO:0044272),GO_Biological_Process_2021,-0.38054165495234327,-1.054676236914368,0.4060446780551905,1.0,2/29,2.84%,Gsta3;Cspg4
retinoid metabolic process (GO:0001523),GO_Biological_Process_2021,-0.4154521230001178,-1.037905191407566,0.41271989174560214,1.0,9/18,40.97%,Lrp8;Gpc4;Lrp1;Lrp2;Scpep1;Aldh1a2;Apoe;Akr1b1;Lpl
positive regulation of tumor necrosis factor superfamily cytokine production (GO:1903557),GO_Biological_Process_2021,-0.4408169418176021,-1.0576315117330053,0.41283124128312415,1.0,3/15,18.83%,Hmgb1;Lgals9;Mif
positive regulation of tumor necrosis factor production (GO:0032760),GO_Biological_Process_2021,-0.4408169418176021,-1.0576315117330053,0.41283124128312415,1.0,3/15,18.83%,Hmgb1;Lgals9;Mif
Alcoholism,KEGG_2019_Mouse,-0.4344218549355724,-1.0602024865326545,0.42105263157894735,1.0,4/17,9.08%,Hist1h2bc;Ppp1cb;Gnb1;Prkaca
protein modification by small protein removal (GO:0070646),GO_Biological_Process_2021,-0.3280414783819143,-1.0399193053089284,0.4217687074829932,1.0,27/74,31.22%,Babam1;Cops2;Psmc2;Psmd9;Psmd12;Eif3f;Cops6;Usp47;Rad23a;Psmc3;Otub1;Cops5;Psmc5;Gps1;Cops8;Cops4;Psmd14;Psmd7;Psma4;Usp9x;Usp7;Psmc4;Otud6a;Psmc1;Psmf1;Vcp;Uchl5
negative regulation of Wnt signaling pathway (GO:0030178),GO_Biological_Process_2021,-0.3353841066687713,-1.031675603701028,0.4228110599078341,1.0,12/56,22.81%,Frzb;Nxn;Psmc2;Psmd9;Psmd12;Psmc3;Lrp1;Pfdn5;Psmc5;Psmd14;Psmd7;Psma4
pyruvate metabolic process (GO:0006090),GO_Biological_Process_2021,-0.39834803253707296,-1.0402683063898237,0.42359249329758714,1.0,7/23,30.80%,Aldoc;Eno3;Pdhb;Dld;Pgk1;Eno1;Aldoa
post-translational protein modification (GO:0043687),GO_Biological_Process_2021,-0.30260909275628317,-1.0191969243687404,0.43024494142705005,1.0,39/129,29.31%,Gas6;Wdr5;Sumf2;Cops2;Psmc2;Psmd9;Psmd12;Sumf1;Cops6;Dcun1d1;Rabggtb;Rbbp7;Fuca2;Pdia6;Psmc3;Uba3;Mbtps1;Cops5;Psmc5;Gps1;Serpinc1;Prkcsh;Cops8;Cops4;Psmd14;Psmd7;Rcn1;Psma4;Fstl1;Timp1;Mia3;Vcan;Psmc4;Adam10;Rab1b;Cul1;Psmc1;Cand1;Psmf1
organelle organization (GO:0006996),GO_Biological_Process_2021,-0.34349597814639465,-1.0298406108665838,0.430622009569378,1.0,7/49,9.65%,Chmp4b;Rab18;Sort1;Chmp2a;Parp1;Sec31a;Lman2
Autophagy,KEGG_2019_Mouse,-0.4155890933088681,-1.0390347458008253,0.43224932249322495,1.0,6/17,17.70%,Ppp2cb;Gabarapl1;Hmgb1;Prkaca;Lamp1;Lamp2
cytoplasmic translation (GO:0002181),GO_Biological_Process_2021,-0.3396775054073578,-1.0244788396193423,0.4326923076923077,1.0,17/51,26.06%,Gspt1;Rplp0;Rps2;Rps8;Rpl18;Rps17;Rpl22;Etf1;Rps20;Rps11;Rps14;Rps13;Rpl5;Rps19;Rps16;Rpsa;Rps26
positive regulation of translation (GO:0045727),GO_Biological_Process_2021,-0.38293450355770686,-1.027455998775977,0.43686868686868685,1.0,3/27,5.01%,Rbm3;Ybx3;Polr2d
"negative regulation of transcription, DNA-templated (GO:0045892)",GO_Biological_Process_2021,-0.3230244790060821,-1.0220842049663752,0.4419134396355353,1.0,20/73,21.36%,Crym;Gas6;Hmgb2;Dr1;Pa2g4;Parp1;Hdgf;Hmgb1;Nedd4l;Usp47;Hmga1;Fhl2;Pfdn5;Loxl3;Tpr;Impact;Set;Prdx5;Hnrnpu;Rps14
neutrophil mediated immunity (GO:0002446),GO_Biological_Process_2021,-0.2966570988384678,-1.0251992175729945,0.4479166666666667,1.0,35/183,19.61%,Pdap1;Rab18;Cyfip1;Dera;Hsp90aa1;Glb1;Psmc2;Neu1;Pa2g4;Lgals3;Nit2;Hmgb1;Psmd12;Apeh;Hebp2;Srp14;Aldoc;Fuca2;Alad;Ap1m1;Ncstn;Dsp;Psmc3;Cab39;Iqgap1;Lamp1;Mlec;Arpc5;Dync1h1;Gns;Lamp2;Mif;Arsb;Mvp;Psmd14
ribosome biogenesis (GO:0042254),GO_Biological_Process_2021,-0.3495838990522049,-1.012427405170358,0.44794188861985473,1.0,12/39,25.18%,Rplp0;Wdr12;Rps2;Rpl18;Mrto4;Rps17;Rpl22;Rps14;Rpl5;Rps19;Rps16;Exosc2
negative regulation of cellular protein metabolic process (GO:0032269),GO_Biological_Process_2021,-0.4010960277362914,-1.0235747928095091,0.44801026957637996,1.0,11/21,37.20%,Ybx1;Serpine2;Syncrip;Caprin1;Eif4a3;Ddx6;Kng1;Ncl;Apoe;Rps3;Hdac6
regulation of cellular macromolecule biosynthetic process (GO:2000112),GO_Biological_Process_2021,-0.3619659208116748,-1.015522955082001,0.44814340588988477,1.0,11/32,21.10%,Rbm3;Cyfip1;Hmgn5;Ybx1;Metap1;Hmga1;Pfdn5;Pofut1;Ube2v1;Eif4e;Fus
regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043281),GO_Biological_Process_2021,-0.42638195448961125,-1.04209266746739,0.4493333333333333,1.0,4/17,13.67%,Gas6;Hmgb1;Usp47;Fis1
glucose metabolic process (GO:0006006),GO_Biological_Process_2021,-0.3979736400050386,-1.0237244405086663,0.45300261096605743,1.0,9/21,32.87%,Sord;Aldoc;Eno3;Mdh1;Pgk1;Eno1;Aldoa;Mdh2;Got1
regulation of cellular protein metabolic process (GO:0032268),GO_Biological_Process_2021,-0.4291005035816328,-1.0289967371516757,0.45403111739745405,1.0,4/15,13.21%,Rbm3;Cyfip1;Metap1;Eif4g1
establishment of protein localization to organelle (GO:0072594),GO_Biological_Process_2021,-0.4256693265149374,-1.0175026781629748,0.4563380281690141,1.0,7/15,33.44%,Lamp1;Tpr;Lamp2;Ipo4;Ipo5;Ipo7;Sec13
negative regulation of cellular amide metabolic process (GO:0034249),GO_Biological_Process_2021,-0.4029336104879368,-1.0203193841935132,0.4597402597402597,1.0,10/21,34.37%,Ybx1;Rtn3;Syncrip;Caprin1;Eif4a3;Ddx6;Ncl;Apoe;Clu;Rps3
positive regulation of cellular metabolic process (GO:0031325),GO_Biological_Process_2021,-0.3840689126015938,-0.9975920190075491,0.461038961038961,1.0,11/22,32.97%,Eif4g1;Acaca;Xdh;Agt;Mapk14;Rab1b;Nsf;Fasn;Grb2;Chchd2;Apoe
cellular response to oxidative stress (GO:0034599),GO_Biological_Process_2021,-0.36033346848223574,-1.0095902853115506,0.46329113924050636,1.0,14/35,36.89%,Txnrd2;Parp1;Gpx7;Nudt2;Prdx5;Eif2s1;Ccs;Msra;Tpm1;Pdgfra;Chchd2;Mapk1;Rps3;Sod2
positive regulation of peptidyl-serine phosphorylation (GO:0033138),GO_Biological_Process_2021,-0.4220087931465472,-1.0092794082876948,0.47203274215552526,1.0,4/16,18.83%,Hsp90aa1;Gas6;Eif4g1;Mif
diterpenoid metabolic process (GO:0016101),GO_Biological_Process_2021,-0.3968258645436457,-0.9746957139179282,0.4889502762430939,1.0,3/16,15.07%,Lrp8;Gpc4;Lrp1
protein phosphorylation (GO:0006468),GO_Biological_Process_2021,-0.35393024157561814,-0.9842487800395129,0.49302915082382764,1.0,14/31,32.61%,Gas6;Cops2;Prkaca;Cab39;Cad;Cops8;Ddr1;Slk;Gmfb;Mapk14;Adam10;Ywhaz;Pdgfra;Mapk1
cellular response to fibroblast growth factor stimulus (GO:0044344),GO_Biological_Process_2021,-0.41576617418409867,-0.9959917980248703,0.496513249651325,1.0,10/15,34.42%,Polr2d;Polr2e;Hnrnpf;Polr2i;Hnrnph1;Polr2h;Polr2g;Grb2;Mapk1;Fgf21
SRP-dependent cotranslational protein targeting to membrane (GO:0006614),GO_Biological_Process_2021,-0.331932630701733,-0.9830676741582394,0.5066828675577156,1.0,16/46,26.06%,Rplp0;Rps2;Rps8;Rpl18;Srp14;Rps17;Rpl22;Rps20;Rps11;Rps14;Rps13;Rpl5;Rps19;Rps16;Rpsa;Rps26
non-canonical Wnt signaling pathway (GO:0035567),GO_Biological_Process_2021,-0.32016426857315505,-0.981713506584043,0.5069444444444444,1.0,6/55,7.38%,Frzb;Ap2m1;Psmc2;Gnb1;Psmd9;Psmd12
"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum (GO:0006890)",GO_Biological_Process_2021,-0.38775659328812284,-0.9801241911515113,0.5121621621621621,1.0,11/19,38.75%,Napa;Lman2;Cope;Arf4;Pitpnb;Rab1b;Copz2;Nsf;Copg2;Copg1;Arcn1
response to tumor necrosis factor (GO:0034612),GO_Biological_Process_2021,-0.39487604955582223,-0.974569269393371,0.5124183006535947,1.0,3/18,7.64%,Ybx3;Npnt;Casp3
brain development (GO:0007420),GO_Biological_Process_2021,-0.39429496925171775,-0.9705703229874265,0.5146443514644351,1.0,4/17,12.33%,Rab18;Nes;Ufm1;Col4a1
regulation of gene silencing by miRNA (GO:0060964),GO_Biological_Process_2021,-0.4070493949491085,-0.9638680592467856,0.521557719054242,1.0,9/15,33.44%,Polr2d;Polr2e;Eif4g1;Polr2i;Tpr;Nup37;Polr2h;Polr2g;Sec13
positive regulation of leukocyte chemotaxis (GO:0002690),GO_Biological_Process_2021,-0.3964546535620913,-0.9484156338428742,0.5258152173913043,1.0,3/15,15.17%,Gas6;Hmgb1;Lgals9
Ribosome,KEGG_2019_Mouse,-0.33165787946815073,-0.9741800403630259,0.5268948655256723,1.0,15/43,26.06%,Rplp0;Rps2;Rps8;Rpl18;Rps17;Rpl22;Rps20;Rps11;Rps14;Rps13;Rpl5;Rps19;Rps16;Rpsa;Rps26
cotranslational protein targeting to membrane (GO:0006613),GO_Biological_Process_2021,-0.32750545803055725,-0.9711662376818383,0.5347985347985348,1.0,16/47,26.06%,Rplp0;Rps2;Rps8;Rpl18;Srp14;Rps17;Rpl22;Rps20;Rps11;Rps14;Rps13;Rpl5;Rps19;Rps16;Rpsa;Rps26
Fc receptor mediated stimulatory signaling pathway (GO:0002431),GO_Biological_Process_2021,-0.382395644395052,-0.9574242158199858,0.535904255319149,1.0,6/19,22.29%,Cyfip1;Hsp90aa1;Actr3;Arpc5;Arpc2;Arpc1a
Fc-gamma receptor signaling pathway involved in phagocytosis (GO:0038096),GO_Biological_Process_2021,-0.382395644395052,-0.9574242158199858,0.535904255319149,1.0,6/19,22.29%,Cyfip1;Hsp90aa1;Actr3;Arpc5;Arpc2;Arpc1a
Fc-gamma receptor signaling pathway (GO:0038094),GO_Biological_Process_2021,-0.382395644395052,-0.9574242158199858,0.535904255319149,1.0,6/19,22.29%,Cyfip1;Hsp90aa1;Actr3;Arpc5;Arpc2;Arpc1a
gluconeogenesis (GO:0006094),GO_Biological_Process_2021,-0.3919978556544285,-0.9545147922434127,0.5386666666666666,1.0,8/17,32.87%,Aldoc;Eno3;Mdh1;Pgk1;Eno1;Aldoa;Mdh2;Got1
sphingolipid metabolic process (GO:0006665),GO_Biological_Process_2021,-0.3638962955770463,-0.965991339938466,0.538881309686221,1.0,5/23,8.93%,Glb1;Sumf2;Neu1;Pla2g15;Sumf1
ribonucleoprotein complex biogenesis (GO:0022613),GO_Biological_Process_2021,-0.39358076735273795,-0.9488536774860441,0.5395284327323162,1.0,8/15,33.13%,Wdr12;Mrto4;Rps17;Rpl5;Rps19;Rps16;Npm1;Rps25
Protein processing in endoplasmic reticulum,KEGG_2019_Mouse,-0.3198348386978345,-0.9647490813984756,0.5410628019323671,1.0,21/53,30.55%,Hsp90aa1;Pdia4;Dnaja1;Dnaja2;Sec31a;Lman2;Rad23a;Pdia6;Mbtps1;Rpn1;Ube2g1;Prkcsh;Sec23b;Sec23a;Nsfl1c;Dnajc10;Eif2s1;Cul1;Hspa5;Hyou1;Vcp
negative regulation of translation (GO:0017148),GO_Biological_Process_2021,-0.38728614154693203,-0.9508164549918863,0.5430038510911425,1.0,9/19,34.37%,Ybx1;Syncrip;Caprin1;Tpr;Eif3e;Eif4a3;Ddx6;Ncl;Rps3
Oxytocin signaling pathway,KEGG_2019_Mouse,-0.3809075349378552,-0.9432157148068094,0.5472703062583223,1.0,3/18,9.08%,Ppp1cb;Ppp1r12b;Prkaca
cellular protein metabolic process (GO:0044267),GO_Biological_Process_2021,-0.2843253475108475,-0.9691130200549578,0.5489773950484392,1.0,39/145,26.11%,Gspt1;Ubl5;Gas6;Rplp0;Rps2;Rps8;Rpl18;Rabggtb;Msrb3;Fuca2;Ncstn;Pdia6;Eif4g1;Uba3;Mbtps1;Rps17;Cops5;Rpn1;Rpl22;Serpinc1;Ube2g1;Prkcsh;Pcmt1;Rps20;Rps11;Cdc34;Rps14;Rps13;Rcn1;Fstl1;Rpl5;Timp1;Rps19;Mia3;Rps16;Vcan;Rpsa;Rps26;Adam10
plasma membrane bounded cell projection organization (GO:0120036),GO_Biological_Process_2021,-0.3740062848246644,-0.9540314761608786,0.5521390374331551,1.0,3/20,7.28%,Cyfip1;Cttn;Hmgb1
ncRNA processing (GO:0034470),GO_Biological_Process_2021,-0.330292955584196,-0.9523354254005508,0.5523114355231143,1.0,12/39,25.18%,Rplp0;Wdr12;Rps2;Rpl18;Mrto4;Rps17;Rpl22;Rps14;Rpl5;Rps19;Rps16;Exosc2
regulation of protein catabolic process (GO:0042176),GO_Biological_Process_2021,-0.3945558542218213,-0.952720319136147,0.556657223796034,1.0,3/17,10.01%,Snx12;Nedd4l;Vps28
Apelin signaling pathway,KEGG_2019_Mouse,-0.39410852258420404,-0.9441975628913354,0.5582990397805213,1.0,5/15,23.01%,Gabarapl1;Gnb1;Prkaca;Mylk;Jag1
mRNA processing (GO:0006397),GO_Biological_Process_2021,-0.2922194693551123,-0.9469995169771532,0.5600907029478458,1.0,27/90,23.68%,Ubl5;Polr2d;Polr2e;Ybx1;Alyref;Kin;Prkaca;Syncrip;Hnrnpf;Snrpb;Dnajc8;Eftud2;Polr2i;Snrnp200;Snrpa1;Snrpd3;Hnrnpk;Snrpd2;Pabpn1;Hnrnpu;Hnrnpl;Fus;Hnrnph1;Lsm4;Plrg1;Snrpb2;Eif4a3
regulation of cell differentiation (GO:0045595),GO_Biological_Process_2021,-0.3835232454583909,-0.947595646381235,0.5631868131868132,1.0,5/19,9.08%,Smyd5;Pa2g4;Lgals3;Anp32b;Prkaca
protein maturation (GO:0051604),GO_Biological_Process_2021,-0.38068591771273463,-0.9350605964188817,0.5652777777777778,1.0,8/18,29.77%,Ciao1;Nfu1;Ncstn;Naa50;Pitrm1;Ccs;Adam10;Glrx3
cilium organization (GO:0044782),GO_Biological_Process_2021,-0.3820611929208355,-0.9420439310932511,0.5689189189189189,1.0,3/17,14.81%,Pde6d;Actr3;Arf4
cellular response to chemical stress (GO:0062197),GO_Biological_Process_2021,-0.35187615577939774,-0.941994170240981,0.5710560625814863,1.0,9/28,32.35%,Txnrd2;Parp1;Gpx7;Nudt2;Prdx5;Eif2s1;Ccs;Msra;Chchd2
heart development (GO:0007507),GO_Biological_Process_2021,-0.3751842676092091,-0.9179268035360798,0.5720221606648199,1.0,1/17,0.31%,Ndufv2
Glycolysis / Gluconeogenesis,KEGG_2019_Mouse,-0.349784588731922,-0.9427277755516522,0.5761421319796954,1.0,8/28,30.80%,Aldoc;Eno3;Pdhb;Dld;Adh5;Pgk1;Eno1;Aldoa
Pentose phosphate pathway,KEGG_2019_Mouse,-0.3922736617410304,-0.92925031202465,0.5791666666666667,1.0,4/16,16.25%,Dera;Aldoc;Pgd;H6pd
Thermogenesis,KEGG_2019_Mouse,-0.3498237310907787,-0.9288907195228657,0.5833333333333334,1.0,11/25,34.67%,Ndufv2;Prkaca;Uqcrfs1;Cox5a;Atp5d;Mapk14;Uqcrh;Grb2;Actl6a;Fgf21;Smarcc2
regulation of apoptotic process (GO:0042981),GO_Biological_Process_2021,-0.28422233275441,-0.9529329016025673,0.5919477693144722,1.0,26/122,18.83%,Frzb;Hsp90aa1;Gas6;Hmgn5;Anp32a;Lrp8;Pa2g4;Anxa5;Anp32b;Dnaja1;Hmgb1;Lancl1;Casp3;Rabggtb;Usp47;Ncstn;Anp32e;Ufm1;Fhl2;Cops5;Arf4;Irf3;Hypk;Hnrnpk;Prdx5;Mif
generation of neurons (GO:0048699),GO_Biological_Process_2021,-0.3677225388795705,-0.9241704727354908,0.5931307793923382,1.0,3/20,7.64%,Hmgb2;Nif3l1;Casp3
regulation of mitotic cell cycle phase transition (GO:1901990),GO_Biological_Process_2021,-0.29513271157576343,-0.9298505910434101,0.5940366972477065,1.0,16/66,23.12%,Tuba1a;Hsp90aa1;Psmc2;Psmd9;Psmd12;Prkaca;Psmc3;Psmc5;Ube2e1;Dync1h1;Ywhag;Pafah1b1;Psmd14;Psmd7;Psma4;Dctn2
glycosaminoglycan catabolic process (GO:0006027),GO_Biological_Process_2021,-0.3515148422343543,-0.9237420747505064,0.5943396226415094,1.0,7/22,27.81%,Cspg4;Glb1;Gpc4;Gns;Arsb;Vcan;Hexa
Endocytosis,KEGG_2019_Mouse,-0.31099707069539545,-0.9301312120431094,0.5946601941747572,1.0,12/49,24.05%,Snx12;Chmp4b;Ap2m1;Chmp2a;Nedd4l;Vps28;Vps26b;Arpc5;Arpc2;Vps26a;Arpc1a;Snx5
Oxidative phosphorylation,KEGG_2019_Mouse,-0.3539283445815171,-0.9321290860183878,0.5946969696969697,1.0,8/24,28.28%,Ndufv2;Atp6v1c1;Uqcrfs1;Ppa1;Cox5a;Atp5d;Uqcrh;Atp6v1g1
Huntington disease,KEGG_2019_Mouse,-0.33330560525771596,-0.9247436208836445,0.5949685534591195,1.0,10/33,23.12%,Ndufv2;Ap2m1;Polr2d;Polr2e;Casp3;Polr2i;Uqcrfs1;Cox5a;Atp5d;Dctn2
Apoptosis,KEGG_2019_Mouse,-0.34230946867833967,-0.9268294439016765,0.5964240102171137,1.0,3/27,7.64%,Tuba1a;Parp1;Casp3
RNA 3'-end processing (GO:0031123),GO_Biological_Process_2021,-0.37441768657800495,-0.9077365939577713,0.6035911602209945,1.0,5/16,36.58%,Alyref;Pabpn1;Eif4a3;Magoh;Ddx39b
Parkinson disease,KEGG_2019_Mouse,-0.34609953882111544,-0.9151404772916855,0.6040868454661558,1.0,8/24,22.76%,Ndufv2;Casp3;Prkaca;Uqcrfs1;Ube2g1;Cox5a;Atp5d;Uba1
peptidyl-lysine modification (GO:0018205),GO_Biological_Process_2021,-0.35999412089560323,-0.9112403846934027,0.6061415220293725,1.0,5/19,25.80%,Loxl3;Tpr;Plod3;Sumo2;Nup37
negative regulation of cellular macromolecule biosynthetic process (GO:2000113),GO_Biological_Process_2021,-0.3060667877631982,-0.9152778403596463,0.6073546856465006,1.0,11/51,16.98%,Gas6;Hmgb2;Pa2g4;Ybx1;Usp47;Hmga1;Syncrip;Caprin1;Pfdn5;Loxl3;Set
negative regulation of extrinsic apoptotic signaling pathway (GO:2001237),GO_Biological_Process_2021,-0.3848794613358849,-0.9082642943139325,0.6081081081081081,1.0,2/16,6.50%,Pea15;Lgals3
protein dephosphorylation (GO:0006470),GO_Biological_Process_2021,-0.33986703592458156,-0.9113025687225201,0.6128205128205129,1.0,3/27,1.14%,Ppp2cb;Ppp1cb;Ppm1b
cellular response to DNA damage stimulus (GO:0006974),GO_Biological_Process_2021,-0.32783735316287804,-0.9003930339630303,0.6161490683229813,1.0,16/30,35.40%,Asf1a;Parp1;Kin;Usp47;Otub1;Irf3;Uba1;Mapk14;Ube2a;Npm1;Cdkn2aip;Vcp;Apex1;Grb2;Rps3;Tnfrsf1b
regulation of programmed cell death (GO:0043067),GO_Biological_Process_2021,-0.32352849600968214,-0.9212944388176972,0.6184538653366584,1.0,8/37,16.00%,Hsp90aa1;Anp32a;Lrp8;Anp32b;Rabggtb;Anp32e;Irf3;Psmc5
vascular endothelial growth factor receptor signaling pathway (GO:0048010),GO_Biological_Process_2021,-0.38976857641963847,-0.9072734739735021,0.6243243243243243,1.0,2/15,2.22%,Cyfip1;Hsp90aa1
negative regulation of transcription by RNA polymerase II (GO:0000122),GO_Biological_Process_2021,-0.3107084611209375,-0.9093976845471147,0.6274271844660194,1.0,11/44,21.36%,Crym;Dr1;Parp1;Hdgf;Hmgb1;Nedd4l;Fhl2;Tpr;Impact;Hnrnpu;Rps14
regulation of mRNA stability (GO:0043488),GO_Biological_Process_2021,-0.2905347446106748,-0.9161191321881395,0.6289592760180995,1.0,25/72,29.72%,Thrap3;Psmc2;Anp32a;Psmd9;Ybx1;Psmd12;Carhsp1;Psmc3;Eif4g1;Psmc5;Set;Psmd14;Serbp1;Cirbp;Hnrnpu;Fus;Psmd7;Psma4;Exosc2;Psmc4;Psmc1;Npm1;Psmf1;Paip1;Ywhaz
glutathione metabolic process (GO:0006749),GO_Biological_Process_2021,-0.34445086401741754,-0.8750157949005922,0.6322314049586777,1.0,1/21,0.57%,Gsta3
regulation of ERK1 and ERK2 cascade (GO:0070372),GO_Biological_Process_2021,-0.31794211066948364,-0.9049122979134623,0.6340852130325815,1.0,4/38,7.28%,Npnt;Gas6;Fbln1;Hmgb1
protein deubiquitination (GO:0016579),GO_Biological_Process_2021,-0.29295067498300303,-0.9141493850438449,0.64,1.0,26/66,35.55%,Babam1;Psmc2;Psmd9;Psmd12;Eif3f;Usp47;Rad23a;Psmc3;Otub1;Cops5;Psmc5;Psmd14;Psmd7;Psma4;Usp9x;Usp7;Psmc4;Otud6a;Psmc1;Psmf1;Vcp;Uchl5;Psmd2;Actl6a;Psmb6;Uchl1
protein ubiquitination (GO:0016567),GO_Biological_Process_2021,-0.2797879550717206,-0.9133239020205608,0.6414253897550112,1.0,32/85,31.06%,Psmc2;Psmd9;Psmd12;Nedd4l;Rnf114;Psmc3;Wdr61;Psmc5;Ube2e1;Ube2h;Ube2v1;Blmh;Ube2g1;Psmd14;Cdc34;Psmd7;Ube2n;Uba1;Psma4;Usp9x;Usp7;Psmc4;Nhlrc3;Ube2a;Cul1;Psmc1;Tpp2;Cand1;Psmf1;Ube2v2;Vcp;Fbxo22
Platelet activation,KEGG_2019_Mouse,-0.3385608993626579,-0.8899406841011596,0.6415584415584416,1.0,5/24,9.86%,Ppp1cb;Myl12b;Tln1;Prkaca;Vasp
positive regulation of DNA-binding transcription factor activity (GO:0051091),GO_Biological_Process_2021,-0.31866531196394976,-0.8886721313166156,0.6433203631647212,1.0,10/28,34.37%,Lrp8;Cops5;Lgals9;Ube2v1;Ube2n;Agt;Npm1;Jup;Clu;Rps3
skeletal system development (GO:0001501),GO_Biological_Process_2021,-0.32778573274061473,-0.8773042727610244,0.6477419354838709,1.0,3/25,7.84%,Frzb;Lect2;Ext1
regulation of cellular component organization (GO:0051128),GO_Biological_Process_2021,-0.346578984124859,-0.8761974997444605,0.6507503410641201,1.0,2/19,2.22%,Snx12;Hsp90aa1
cellular response to cytokine stimulus (GO:0071345),GO_Biological_Process_2021,-0.288232363419442,-0.9013647470911835,0.6509539842873177,1.0,16/72,22.03%,Ybx3;Npnt;Hsp90aa1;Gas6;Lifr;Lrp8;Casp3;Prkaca;Syncrip;Ifnar2;Lgals9;Tpr;Ptprz1;Cdc34;Hnrnpu;Asah2
regulation of stem cell differentiation (GO:2000736),GO_Biological_Process_2021,-0.2994651515383707,-0.8912445119801458,0.6510228640192539,1.0,15/47,30.70%,Psmc2;Smyd5;Psmd9;Psmd12;Psmc3;Psmc5;Psmd14;Hnrnpu;Psmd7;Psma4;Jag1;Psmc4;Psmc1;Psmf1;Pdgfra
positive regulation of programmed cell death (GO:0043068),GO_Biological_Process_2021,-0.31534922815619937,-0.8827817253134178,0.6512820512820513,1.0,5/29,11.66%,Frzb;Dnaja1;Hmgb1;Casp3;Ncstn
ECM-receptor interaction,KEGG_2019_Mouse,-0.312935749227878,-0.8835860631111254,0.6525096525096525,1.0,1/33,0.67%,Npnt
dicarboxylic acid metabolic process (GO:0043648),GO_Biological_Process_2021,-0.35133635242570593,-0.8827641899367629,0.6534391534391535,1.0,12/19,46.90%,Nit2;Dlst;Mdh1;Fh;Mdh2;Got1;Idh1;Got2;Sdha;Gclc;Idh2;Dhfr
positive regulation of cell differentiation (GO:0045597),GO_Biological_Process_2021,-0.3187804391160243,-0.8877466300426962,0.6560913705583756,1.0,3/32,6.45%,Frzb;Npnt;Pa2g4
